frame,ball_x,ball_y,source,confidence,cam_cx,cam_cy,crop_x0,crop_y0,crop_w,crop_h,ball_in_crop,dist_to_edge,speed_limited,keepinview,clamp_flags
0,,,none,0.00,960.0,540.0,638.0,0.0,643.9,1144.8,,,1,0,conf_zoom=0.60|edge_zoom=0.920|bounds|final_speed
1,,,none,0.00,960.0,540.0,637.0,0.0,645.9,1148.3,,,0,0,accel_zoom=0.851|conf_zoom=0.60|bounds
243,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
244,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
245,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
246,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
247,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
248,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
249,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
250,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
251,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
252,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
253,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
254,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
255,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
256,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
257,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
258,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
259,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
260,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
261,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
262,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
263,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
264,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
265,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
266,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
267,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
268,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
269,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
270,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
271,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
272,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
273,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
274,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
275,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
276,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
277,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
278,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
279,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
280,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
281,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
282,,,none,0.00,960.0,540.0,631.2,0.0,657.5,1168.9,,,0,0,conf_zoom=0.60|bounds
