"RelativePath","FullPath","SizeBytes","LastWriteTime","FirstLine","Functions","PurposeGuess","SuggestedMode"
".venv\Lib\site-packages\pandas\tests\frame\methods\test_reindex_like.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\frame\methods\test_reindex_like.py","1187","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\frame\methods\test_reset_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\frame\methods\test_reset_index.py","29156","9/19/2025 2:24:22 PM","from datetime import datetime","","","Index"
".venv\Lib\site-packages\pandas\tests\frame\methods\test_set_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\frame\methods\test_set_index.py","26570","9/19/2025 2:24:22 PM","""""""","","""""""","Index"
".venv\Lib\site-packages\pandas\tests\frame\methods\test_sort_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\frame\methods\test_sort_index.py","34826","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\frame\test_nonunique_indexes.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\frame\test_nonunique_indexes.py","11937","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\groupby\test_index_as_string.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\groupby\test_index_as_string.py","2274","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\groupby\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\groupby\test_indexing.py","9521","9/19/2025 2:24:22 PM","# Test GroupBy._positional_selector positional grouped indexing GH#42864","","# Test GroupBy._positional_selector positional grouped indexing GH#42864","Index"
".venv\Lib\site-packages\pandas\tests\indexes\base_class\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\base_class\test_indexing.py","3687","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\categorical\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\categorical\test_indexing.py","14978","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\categorical\test_reindex.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\categorical\test_reindex.py","2938","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\datetimelike_\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\datetimelike_\test_indexing.py","1310","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\datetimes\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\datetimes\test_indexing.py","25241","9/19/2025 2:24:22 PM","from datetime import (","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\datetimes\test_reindex.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\datetimes\test_reindex.py","2145","9/19/2025 2:24:22 PM","from datetime import timedelta","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\interval\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\interval\test_indexing.py","25425","9/19/2025 2:24:22 PM","import re","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\multi\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\multi\test_indexing.py","36399","9/19/2025 2:24:22 PM","from datetime import timedelta","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\multi\test_partial_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\multi\test_partial_indexing.py","4765","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\multi\test_reindex.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\multi\test_reindex.py","5856","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\numeric\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\numeric\test_indexing.py","22761","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\object\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\object\test_indexing.py","6442","9/19/2025 2:24:22 PM","from decimal import Decimal","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\period\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\period\test_indexing.py","27893","9/19/2025 2:24:22 PM","from datetime import datetime","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\ranges\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\ranges\test_indexing.py","5171","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\string\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\string\test_indexing.py","7850","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexes\test_any_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\test_any_index.py","5143","9/19/2025 2:24:22 PM","""""""","","""""""","Index"
".venv\Lib\site-packages\pandas\tests\indexes\test_index_new.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\test_index_new.py","14923","9/19/2025 2:24:22 PM","""""""","","""""""","Index"
".venv\Lib\site-packages\pandas\tests\indexes\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\test_indexing.py","11309","9/19/2025 2:24:22 PM","""""""","","""""""","Index"
".venv\Lib\site-packages\pandas\tests\indexes\timedeltas\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexes\timedeltas\test_indexing.py","12160","9/19/2025 2:24:22 PM","from datetime import datetime","","","Index"
".venv\Lib\site-packages\pandas\tests\indexing\multiindex\test_indexing_slow.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexing\multiindex\test_indexing_slow.py","3335","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexing\multiindex\test_multiindex.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexing\multiindex\test_multiindex.py","8065","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexing\test_check_indexer.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexing\test_check_indexer.py","3159","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\indexing\test_indexers.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexing\test_indexers.py","1661","9/19/2025 2:24:22 PM","# Tests aimed at pandas.core.indexers","","# Tests aimed at pandas.core.indexers","Index"
".venv\Lib\site-packages\pandas\tests\indexing\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexing\test_indexing.py","40123","9/19/2025 2:24:22 PM",""""""" test fancy indexing & misc """"""","",""""""" test fancy indexing & misc """"""","Index"
".venv\Lib\site-packages\pandas\tests\indexing\test_na_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\indexing\test_na_indexing.py","2322","9/19/2025 2:24:22 PM","import pytest","","","Index"
".venv\Lib\site-packages\pandas\tests\io\parser\common\test_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\io\parser\common\test_index.py","8269","9/19/2025 2:24:22 PM","""""""","","""""""","Index"
".venv\Lib\site-packages\pandas\tests\io\parser\test_index_col.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\io\parser\test_index_col.py","11514","9/19/2025 2:24:22 PM","""""""","","""""""","Index"
".venv\Lib\site-packages\pandas\tests\resample\test_datetime_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\resample\test_datetime_index.py","74471","9/19/2025 2:24:22 PM","from datetime import datetime","","","Index"
".venv\Lib\site-packages\pandas\tests\resample\test_period_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\resample\test_period_index.py","43093","9/19/2025 2:24:22 PM","from datetime import datetime","","","Index"
".venv\Lib\site-packages\pandas\tests\reshape\concat\test_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\reshape\concat\test_index.py","17395","9/19/2025 2:24:22 PM","from copy import deepcopy","","","Index"
".venv\Lib\site-packages\pandas\tests\reshape\merge\test_merge_index_as_string.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\reshape\merge\test_merge_index_as_string.py","5357","9/19/2025 2:24:22 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\series\indexing\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\series\indexing\test_indexing.py","16816","9/19/2025 2:24:22 PM",""""""" test get/set & misc """"""","",""""""" test get/set & misc """"""","Index"
".venv\Lib\site-packages\pandas\tests\series\methods\test_reindex.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\series\methods\test_reindex.py","14417","9/19/2025 2:24:23 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\series\methods\test_reindex_like.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\series\methods\test_reindex_like.py","1245","9/19/2025 2:24:23 PM","from datetime import datetime","","","Index"
".venv\Lib\site-packages\pandas\tests\series\methods\test_reset_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\series\methods\test_reset_index.py","7845","9/19/2025 2:24:23 PM","from datetime import datetime","","","Index"
".venv\Lib\site-packages\pandas\tests\series\methods\test_sort_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\series\methods\test_sort_index.py","12634","9/19/2025 2:24:23 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\tseries\offsets\test_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\tseries\offsets\test_index.py","1147","9/19/2025 2:24:23 PM","""""""","","""""""","Index"
".venv\Lib\site-packages\pandas\tests\util\test_assert_index_equal.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\util\test_assert_index_equal.py","10154","9/19/2025 2:24:23 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pandas\tests\window\test_base_indexer.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pandas\tests\window\test_base_indexer.py","15954","9/19/2025 2:24:23 PM","import numpy as np","","","Index"
".venv\Lib\site-packages\pip\_internal\build_env.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pip\_internal\build_env.py","11566","9/17/2025 8:48:32 AM","""""""Build Environment used for isolation during sdist building""""""","","""""""Build Environment used for isolation during sdist building""""""","Doctor"
".venv\Lib\site-packages\pip\_internal\cli\index_command.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pip\_internal\cli\index_command.py","5717","9/17/2025 8:48:32 AM","""""""","","""""""","Index"
".venv\Lib\site-packages\pip\_internal\commands\index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pip\_internal\commands\index.py","5243","9/17/2025 8:48:32 AM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\pip\_internal\models\index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pip\_internal\models\index.py","1030","9/17/2025 8:48:32 AM","import urllib.parse","","""""""Represents a Package Index and provides easier access to endpoints""""""","Index"
".venv\Lib\site-packages\pip\_internal\operations\build\build_tracker.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pip\_internal\operations\build\build_tracker.py","4771","9/17/2025 8:48:32 AM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\pip\_internal\utils\setuptools_build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pip\_internal\utils\setuptools_build.py","4499","9/17/2025 8:48:32 AM","from __future__ import annotations","","# Shim to wrap setup.py invocation with setuptools","Index"
".venv\Lib\site-packages\pip\_internal\wheel_builder.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pip\_internal\wheel_builder.py","11225","9/17/2025 8:48:32 AM","""""""Orchestrator for building wheels from InstallRequirements.""""""","","""""""Orchestrator for building wheels from InstallRequirements.""""""","Index"
".venv\Lib\site-packages\pip\_vendor\pygments\scanner.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py","3092","9/17/2025 8:48:32 AM","""""""","","""""""","Inventory"
".venv\Lib\site-packages\polars\_utils\scan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\polars\_utils\scan.py","673","9/27/2025 7:24:09 PM","from __future__ import annotations","","","Inventory"
".venv\Lib\site-packages\polars\io\cloud\credential_provider\_builder.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\polars\io\cloud\credential_provider\_builder.py","16695","9/27/2025 7:24:09 PM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\polars\io\pyarrow_dataset\anonymous_scan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\polars\io\pyarrow_dataset\anonymous_scan.py","3131","9/27/2025 7:24:09 PM","from __future__ import annotations","","","Inventory"
".venv\Lib\site-packages\polars\meta\build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\polars\meta\build.py","739","9/27/2025 7:24:09 PM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\polars\meta\index_type.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\polars\meta\index_type.py","629","9/27/2025 7:24:09 PM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\pycparser\_build_tables.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\pycparser\_build_tables.py","1087","9/14/2025 9:59:54 AM","#-----------------------------------------------------------------","","#-----------------------------------------------------------------","Index"
".venv\Lib\site-packages\scipy\sparse\_index.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\scipy\sparse\_index.py","16812","9/14/2025 10:00:05 AM","""""""Indexing mixin for sparse array/matrix classes.","","""""""Indexing mixin for sparse array/matrix classes.","Index"
".venv\Lib\site-packages\scipy\sparse\tests\test_indexing1d.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\scipy\sparse\tests\test_indexing1d.py","21357","9/14/2025 10:00:05 AM","import contextlib","","","Index"
".venv\Lib\site-packages\setuptools\_distutils\command\build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\command\build.py","5923","9/27/2025 7:24:03 PM","""""""distutils.command.build","","""""""distutils.command.build","Index"
".venv\Lib\site-packages\setuptools\_distutils\command\build_clib.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\command\build_clib.py","7777","9/27/2025 7:24:03 PM","""""""distutils.command.build_clib","","""""""distutils.command.build_clib","Index"
".venv\Lib\site-packages\setuptools\_distutils\command\build_ext.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\command\build_ext.py","32710","9/27/2025 7:24:03 PM","""""""distutils.command.build_ext","","""""""distutils.command.build_ext","Index"
".venv\Lib\site-packages\setuptools\_distutils\command\build_py.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\command\build_py.py","16696","9/27/2025 7:24:03 PM","""""""distutils.command.build_py","","""""""distutils.command.build_py","Index"
".venv\Lib\site-packages\setuptools\_distutils\command\build_scripts.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\command\build_scripts.py","5135","9/27/2025 7:24:03 PM","""""""distutils.command.build_scripts","","""""""distutils.command.build_scripts","Index"
".venv\Lib\site-packages\setuptools\_distutils\tests\test_build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\tests\test_build.py","1742","9/27/2025 7:24:03 PM","""""""Tests for distutils.command.build.""""""","","""""""Tests for distutils.command.build.""""""","Index"
".venv\Lib\site-packages\setuptools\_distutils\tests\test_build_clib.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\tests\test_build_clib.py","4331","9/27/2025 7:24:03 PM","""""""Tests for distutils.command.build_clib.""""""","","""""""Tests for distutils.command.build_clib.""""""","Index"
".venv\Lib\site-packages\setuptools\_distutils\tests\test_build_ext.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\tests\test_build_ext.py","22545","9/27/2025 7:24:03 PM","import contextlib","","","Index"
".venv\Lib\site-packages\setuptools\_distutils\tests\test_build_py.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\tests\test_build_py.py","6882","9/27/2025 7:24:03 PM","""""""Tests for distutils.command.build_py.""""""","","""""""Tests for distutils.command.build_py.""""""","Index"
".venv\Lib\site-packages\setuptools\_distutils\tests\test_build_scripts.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\_distutils\tests\test_build_scripts.py","2880","9/27/2025 7:24:03 PM","""""""Tests for distutils.command.build_scripts.""""""","","""""""Tests for distutils.command.build_scripts.""""""","Index"
".venv\Lib\site-packages\setuptools\build_meta.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\build_meta.py","19968","9/27/2025 7:24:03 PM","""""""A PEP 517 interface to setuptools","","""""""A PEP 517 interface to setuptools","Index"
".venv\Lib\site-packages\setuptools\command\build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\command\build.py","6052","9/27/2025 7:24:03 PM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\setuptools\command\build_clib.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\command\build_clib.py","4528","9/27/2025 7:24:03 PM","from ..dist import Distribution","","","Index"
".venv\Lib\site-packages\setuptools\command\build_ext.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\command\build_ext.py","18465","9/27/2025 7:24:03 PM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\setuptools\command\build_py.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\command\build_py.py","15539","9/27/2025 7:24:03 PM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\setuptools\tests\test_build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\tests\test_build.py","798","9/27/2025 7:24:03 PM","from setuptools import Command","","""""""","Index"
".venv\Lib\site-packages\setuptools\tests\test_build_clib.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\tests\test_build_clib.py","3123","9/27/2025 7:24:03 PM","import random","","","Index"
".venv\Lib\site-packages\setuptools\tests\test_build_ext.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\tests\test_build_ext.py","10099","9/27/2025 7:24:03 PM","from __future__ import annotations","","","Index"
".venv\Lib\site-packages\setuptools\tests\test_build_meta.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\tests\test_build_meta.py","33289","9/27/2025 7:24:03 PM","import contextlib","","","Index"
".venv\Lib\site-packages\setuptools\tests\test_build_py.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\setuptools\tests\test_build_py.py","14186","9/27/2025 7:24:03 PM","import os","","","Index"
".venv\Lib\site-packages\sklearn\cluster\_dbscan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\cluster\_dbscan.py","19009","9/14/2025 10:00:30 AM","""""""","","""""""","Inventory"
".venv\Lib\site-packages\sklearn\cluster\_hdbscan\hdbscan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\cluster\_hdbscan\hdbscan.py","42019","9/14/2025 10:00:30 AM","""""""","","""""""","Inventory"
".venv\Lib\site-packages\sklearn\cluster\tests\test_dbscan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\cluster\tests\test_dbscan.py","16138","9/14/2025 10:00:30 AM","""""""","","""""""","Inventory"
".venv\Lib\site-packages\sklearn\cluster\tests\test_hdbscan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\cluster\tests\test_hdbscan.py","19983","9/14/2025 10:00:30 AM","""""""","","""""""","Inventory"
".venv\Lib\site-packages\sklearn\neighbors\tests\test_ball_tree.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\neighbors\tests\test_ball_tree.py","7297","9/14/2025 10:00:30 AM","import itertools","","","Inventory"
".venv\Lib\site-packages\sklearn\tests\test_build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\tests\test_build.py","1215","9/14/2025 10:00:30 AM","import os","","","Index"
".venv\Lib\site-packages\sklearn\tests\test_check_build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\tests\test_check_build.py","315","9/14/2025 10:00:30 AM","""""""","","""""""","Index"
".venv\Lib\site-packages\sklearn\utils\_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\utils\_indexing.py","27121","9/14/2025 10:00:30 AM","# Authors: The scikit-learn developers","","# Authors: The scikit-learn developers","Index"
".venv\Lib\site-packages\sklearn\utils\tests\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sklearn\utils\tests\test_indexing.py","24384","9/14/2025 10:00:30 AM","import warnings","","","Index"
".venv\Lib\site-packages\sympy\matrices\expressions\tests\test_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\matrices\expressions\tests\test_indexing.py","12038","9/27/2025 7:23:37 PM","from sympy.concrete.summations import Sum","","","Index"
".venv\Lib\site-packages\sympy\parsing\autolev\_build_autolev_antlr.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\parsing\autolev\_build_autolev_antlr.py","2578","9/27/2025 7:23:37 PM","import os","","","Index"
".venv\Lib\site-packages\sympy\parsing\latex\_build_latex_antlr.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\parsing\latex\_build_latex_antlr.py","2765","9/27/2025 7:23:37 PM","import os","","","Index"
".venv\Lib\site-packages\sympy\sandbox\indexed_integrals.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\sandbox\indexed_integrals.py","2141","9/27/2025 7:23:38 PM","from sympy.tensor import Indexed","","","Index"
".venv\Lib\site-packages\sympy\sandbox\tests\test_indexed_integrals.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\sandbox\tests\test_indexed_integrals.py","1179","9/27/2025 7:23:38 PM","from sympy.sandbox.indexed_integrals import IndexedIntegral","","","Index"
".venv\Lib\site-packages\sympy\tensor\array\expressions\conv_array_to_indexed.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\array\expressions\conv_array_to_indexed.py","445","9/27/2025 7:23:38 PM","from sympy.tensor.array.expressions import from_array_to_indexed","","","Index"
".venv\Lib\site-packages\sympy\tensor\array\expressions\conv_indexed_to_array.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\array\expressions\conv_indexed_to_array.py","254","9/27/2025 7:23:38 PM","from sympy.tensor.array.expressions import from_indexed_to_array","","","Index"
".venv\Lib\site-packages\sympy\tensor\array\expressions\from_array_to_indexed.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\array\expressions\from_array_to_indexed.py","3936","9/27/2025 7:23:38 PM","import collections.abc","","","Index"
".venv\Lib\site-packages\sympy\tensor\array\expressions\from_indexed_to_array.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\array\expressions\from_indexed_to_array.py","11187","9/27/2025 7:23:38 PM","from collections import defaultdict","","","Index"
".venv\Lib\site-packages\sympy\tensor\array\expressions\tests\test_convert_array_to_indexed.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\array\expressions\tests\test_convert_array_to_indexed.py","2500","9/27/2025 7:23:38 PM","from sympy import Sum, Dummy, sin","","","Index"
".venv\Lib\site-packages\sympy\tensor\array\expressions\tests\test_convert_indexed_to_array.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\array\expressions\tests\test_convert_indexed_to_array.py","8615","9/27/2025 7:23:38 PM","from sympy import tanh","","","Index"
".venv\Lib\site-packages\sympy\tensor\index_methods.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\index_methods.py","15434","9/27/2025 7:23:38 PM","""""""Module with functions operating on IndexedBase, Indexed and Idx objects","","""""""Module with functions operating on IndexedBase, Indexed and Idx objects","Index"
".venv\Lib\site-packages\sympy\tensor\indexed.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\indexed.py","24515","9/27/2025 7:23:38 PM","r""""""Module that defines indexed objects.","","","Index"
".venv\Lib\site-packages\sympy\tensor\tests\test_index_methods.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\tests\test_index_methods.py","7112","9/27/2025 7:23:38 PM","from sympy.core import symbols, S, Pow, Function","","","Index"
".venv\Lib\site-packages\sympy\tensor\tests\test_indexed.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\sympy\tensor\tests\test_indexed.py","16376","9/27/2025 7:23:38 PM","from sympy.core import symbols, Symbol, Tuple, oo, Dummy","","# import test:","Index"
".venv\Lib\site-packages\torch\_dynamo\variables\builder.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_dynamo\variables\builder.py","158531","9/27/2025 7:24:33 PM","# mypy: ignore-errors","","# mypy: ignore-errors","Index"
".venv\Lib\site-packages\torch\_higher_order_ops\associative_scan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_higher_order_ops\associative_scan.py","18824","9/27/2025 7:24:33 PM","# mypy: allow-untyped-defs","","# mypy: allow-untyped-defs","Inventory"
".venv\Lib\site-packages\torch\_higher_order_ops\scan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_higher_order_ops\scan.py","39080","9/27/2025 7:24:33 PM","# mypy: allow-untyped-defs","","# mypy: allow-untyped-defs","Inventory"
".venv\Lib\site-packages\torch\_inductor\codegen\triton_split_scan.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_inductor\codegen\triton_split_scan.py","7450","9/27/2025 7:24:33 PM","# mypy: allow-untyped-defs","","# mypy: allow-untyped-defs","Inventory"
".venv\Lib\site-packages\torch\_inductor\cpp_builder.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_inductor\cpp_builder.py","69510","9/27/2025 7:24:33 PM","# This CPP builder is designed to support both Windows and Linux OS.","","# This CPP builder is designed to support both Windows and Linux OS.","Index"
".venv\Lib\site-packages\torch\_inductor\fx_passes\dedupe_symint_uses.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_inductor\fx_passes\dedupe_symint_uses.py","2598","9/27/2025 7:24:33 PM","# mypy: allow-untyped-defs","","# mypy: allow-untyped-defs","Plan (Hardlink)"
".venv\Lib\site-packages\torch\_inductor\index_propagation.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_inductor\index_propagation.py","13238","9/27/2025 7:24:33 PM","# mypy: allow-untyped-defs","","# mypy: allow-untyped-defs","Index"
".venv\Lib\site-packages\torch\_inductor\optimize_indexing.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_inductor\optimize_indexing.py","4261","9/27/2025 7:24:33 PM","import math","","","Index"
